"HR","Name","Vmag","IRflag","RA1900","DE1900","RA","DE","GLON","GLAT","""B-V""","""U-B""","pmRA","pmDE","RadVel"
196,"",5.42,"",0.659722222222222,54.6741666666667,0.754777777777778,55.2216666666667,122.05,-7.64,0.04,0.04,-0.025,0.002,-9
197,"",5.24,"",0.663194444444444,-21.4441666666667,0.745666666666667,-21.9938888888889,106.02,-84.66,0.33,NA,-0.066,0.083,12
198,"",5.94,"",0.670388888888889,-42.7788888888889,0.749194444444444,-41.3233333333333,307.36,-74.4,0.28,NA,-0.086,-0.102,10
199,"",6.07,"",0.669583333333333,-62.9547222222222,0.742305555555556,-61.5022222222222,304.31,-54.61,0.44,0.13,0.143,-0.005,-4
200,"",6.33,"",0.672805555555556,68.7783333333333,0.7775,69.325,122.5,6.46,NA,NA,0.196,0.001,-14
201,"",6.15,"I",0.671833333333333,-4.82277777777778,0.756694444444444,-3.37083333333333,119,-67.46,1.62,2.01,0.028,0.033,7
202,"",6.15,"",0.673333333333333,-53.7377777777778,0.75,-52.285,305.07,-63.39,0.53,-0.08,0.23,0,14
203,"18    Cet",6.15,"",0.67425,-12.5777777777778,0.757972222222222,-11.1191666666667,117.05,-75.68,0.61,0.1,-0.034,-0.201,-13
204,"",6.52,"",0.675444444444444,54.7586111111111,0.770861111111111,55.3052777777778,122.19,-7.56,NA,NA,0.015,-0.012,-8
205,"",6.05,"",0.677333333333333,44.3147222222222,0.769694444444444,44.8613888888889,121.95,-18,-0.07,-0.27,0.028,-0.009,0
206,"",6.47,"",0.67825,-15.0288888888889,0.761583333333333,-15.5758333333333,115.55,-79.21,0.31,NA,0.014,-0.005,0
207,"",6.39,"",0.681222222222222,59.0277777777778,0.778444444444444,59.5744444444444,122.33,-3.29,1.09,0.77,-0.008,-0.001,-15
208,"23    Cas",5.41,"",0.684722222222222,74.3013888888889,0.796138888888889,74.8475,122.69,11.98,-0.08,-0.39,0.015,-0.009,-3
209,"",5.8,"",0.684472222222222,-47.8988888888889,0.762666666666667,-46.4483333333333,305.68,-69.54,0.64,NA,0.184,0.086,-11
210,"",5.5,"",0.687111111111111,-22.9313888888889,0.769944444444445,-21.4780555555556,108.14,-85.24,0.98,NA,0.201,-0.006,-15
211,"57    Psc",5.38,"I",0.688583333333333,14.9302777777778,0.775833333333333,15.4755555555556,121.19,-47.38,1.65,1.76,-0.027,-0.044,-27
212,"",5.87,"",0.693555555555556,72.1280555555555,0.802527777777778,72.675,122.68,9.8,1.01,0.82,0.13,0.024,1
213,"58    Psc",5.5,"",0.696777777777778,11.4283333333333,0.78375,11.9738888888889,121.22,-50.88,0.97,NA,0.058,-0.036,-1
214,"59    Psc",6.13,"",0.699,19.0322222222222,0.787111111111111,19.5788888888889,121.57,-43.28,0.27,0.18,0.104,0.011,0
215,"34Zet And",4.06,"I",0.700583333333333,23.7233333333333,0.788972222222222,24.2672222222222,121.74,-38.59,1.12,0.9,-0.1,-0.083,-24
216,"60    Psc",5.99,"",0.703666666666667,6.195,0.789888888888889,6.74083333333333,121.13,-56.12,0.94,0.7,0.014,-0.015,14
217,"61    Psc",6.54,"",0.710111111111111,20.3788888888889,0.798555555555556,20.9252777777778,121.82,-41.94,0.5,0.03,0.157,0.006,1
218,"",5.7,"I",0.712305555555556,-17.3916666666667,0.795361111111111,-17.9386111111111,117.34,-80.89,1.3,1.46,0.043,0.031,2
219,"24Eta Cas",3.44,"I",0.7175,57.285,0.818333333333333,57.8158333333333,122.6,-5.05,0.57,0.01,1.1,-0.529,9
220,"",5.57,"",0.717805555555556,-21.7319444444444,0.800305555555556,-20.2775,114.55,-84.54,-0.06,-0.12,0.028,-0.011,21
221,"62    Psc",5.93,"",0.718333333333333,6.75388888888889,0.804833333333333,7.3,121.55,-55.56,1.1,1,0.111,0.004,0
222,"",5.75,"",0.718944444444444,4.76666666666667,0.806388888888889,5.28055555555556,121.49,-57.57,0.88,0.59,0.758,-1.146,-13
223,"25Nu  Cas",4.89,"",0.719388888888889,50.4227777777778,0.813916666666667,50.9683333333333,122.51,-11.9,-0.11,-0.42,0.035,-0.006,9
224,"63Del Psc",4.43,"I",0.724888888888889,7.04083333333333,0.811388888888889,7.585,121.73,-55.28,1.5,1.86,0.085,-0.052,32
225,"64    Psc",5.07,"",0.728694444444444,16.4008333333333,0.816305555555556,16.9405555555556,122.09,-45.92,0.51,0,-0.003,-0.204,2
226,"35Nu  And",4.53,"",0.73825,40.5344444444444,0.830222222222222,41.0788888888889,122.6,-21.79,-0.15,-0.58,0.023,-0.019,-24
227,"",5.59,"I",0.740055555555555,-13.8963888888889,0.823777777777778,-12.4386111111111,120.84,-76.42,1.3,1.54,0.105,-0.104,4
228,"",5.9,"",0.738388888888889,-23.3194444444444,0.820527777777778,-23.8636111111111,113.36,-86.97,0.95,0.72,0.078,-0.051,23
229,"",6.27,"",0.738444444444444,-46.7563888888889,0.81575,-45.3022222222222,304.21,-70.42,0.9,NA,-0.008,0.017,12
230,"65    Psc",7,"",0.741833333333333,27.1661111111111,0.831333333333333,27.7108333333333,122.51,-35.16,0.36,0.06,0.084,-0.01,5
231,"65    Psc",7.1,"",0.741916666666667,27.1652777777778,0.831444444444444,27.7102777777778,122.51,-35.16,NA,NA,0.091,-0.009,7
232,"",6.28,"",0.743888888888889,-22.0930555555556,0.825944444444444,-22.6383333333333,116.39,-86.21,0.13,0.13,-0.008,0,12
233,"",5.39,"",0.744222222222222,63.7030555555556,0.845444444444444,64.2475,122.85,1.38,0.49,0.14,0.03,-0.012,3
234,"",6.15,"",0.745277777777778,44.4572222222222,0.838416666666667,45.0022222222222,122.72,-17.87,0.01,-0.03,0.065,0.006,2
235,"19Phi2Cet",5.19,"",0.751972222222222,-10.8172222222222,0.835444444444444,-9.35555555555556,121.81,-73.51,0.5,-0.02,-0.226,-0.229,8
236,"Lam Hyi",5.07,"",0.752,-74.5322222222222,0.809833333333333,-73.0766666666667,303.18,-42.2,1.37,1.68,0.13,-0.033,-9
237,"",6.07,"I",0.754861111111111,61.2611111111111,0.854555555555556,61.8058333333333,122.91,-1.07,1.88,1.84,-0.002,0.006,-6
238,"",6.39,"",0.753861111111111,50.9633333333333,0.849277777777778,51.5080555555556,122.85,-11.36,0.28,0.12,0.135,-0.003,2
239,"",6.48,"",0.756277777777778,-42.06,0.834361111111111,-42.6052777777778,303.82,-73.73,0.29,0.12,0.011,0.016,15
240,"",5.62,"",0.758277777777778,83.1644444444445,0.91475,83.7072222222222,123.03,20.84,0.09,0.1,0.062,-0.022,12
241,"",6.21,"",0.76425,51.0272222222222,0.859361111111111,51.5711111111111,122.95,-11.3,NA,NA,-0.01,-0.019,-14
242,"Rho Phe",5.22,"",0.768888888888889,-50.4675,0.844777777777778,-49.0130555555556,303.23,-66.14,0.36,0.16,0.067,0.039,22
243,"",6.37,"",0.76925,2.8425,0.855083333333333,3.385,122.87,-59.49,1.07,0.89,0.016,-0.067,6
244,"",4.82,"",0.784944444444444,60.5758333333333,0.884472222222222,61.1241666666667,123.13,-1.75,0.53,0.12,-0.071,0.172,21
245,"",6.9,"",0.786694444444444,-43.7472222222222,0.864472222222222,-42.2908333333333,302.66,-73.42,0.35,NA,0.025,-0.013,13
246,"",6.69,"",0.789694444444444,38.0055555555556,0.8815,38.5486111111111,123.24,-24.32,0.02,0.1,0.029,-0.021,16
247,"",5.46,"I",0.796111111111111,-23.4497222222222,0.877944444444445,-23.9941666666667,128.1,-86.87,1.24,1.21,0.035,0.035,34
248,"20    Cet",4.77,"I",0.798277777777778,-0.312777777777778,0.883472222222222,-0.855833333333333,123.83,-64.01,1.57,1.93,0.008,-0.017,16
249,"",6.06,"",0.799583333333333,36.8761111111111,0.891166666666667,37.4180555555556,123.38,-25.45,1.14,NA,0.013,-0.046,-6
250,"",6.27,"I",0.800305555555556,52.1469444444444,0.896555555555556,52.6891666666667,123.29,-10.18,0.19,0.15,0.076,-0.026,-1
251,"",6.46,"",0.805,-24.6786111111111,0.886777777777778,-23.2230555555556,132.59,-87.62,0.44,0.03,0.098,0.037,-4
252,"Lam1Tuc",6.22,"",0.810083333333333,-69.9544444444444,0.873416666666667,-68.4955555555556,302.81,-47.62,0.56,0.08,-0.007,-0.086,30
253,"26Ups1Cas",4.83,"I",0.817694444444444,58.4313888888889,0.916694444444444,58.9727777777778,123.39,-3.9,1.21,1.26,-0.032,-0.043,-23
254,"66    Psc",5.74,"",0.8215,18.6461111111111,0.909777777777778,19.1883333333333,123.96,-43.68,-0.01,-0.14,0.018,-0.014,10
255,"21    Cet",6.16,"",0.820777777777778,-8.71805555555556,0.904888888888889,-7.25916666666667,125.17,-71.6,0.92,0.54,0.018,-0.052,45
256,"",6.27,"I",0.823333333333333,48.1363888888889,0.918111111111111,48.6786111111111,123.55,-14.19,1.68,2,-0.022,-0.006,-52
257,"",5.7,"",0.824527777777778,-62.5855555555556,0.893861111111111,-61.1286111111111,302.51,-54.25,1.56,1.77,0.073,0.004,-10
258,"36    And",5.47,"",0.826833333333333,23.0869444444444,0.916111111111111,23.6283333333333,123.97,-39.24,1,0.9,0.131,-0.031,2
259,"",6.2,"I",0.8315,24.0152777777778,0.92075,24.5569444444444,124.03,-38.31,1.62,1.75,0.02,-0.015,-10
260,"",6.21,"I",0.837861111111111,57.4552777777778,0.936916666666667,57.9966666666667,123.57,-4.87,1.37,NA,0.037,-0.014,-30
261,"",6.37,"",0.840833333333333,68.235,0.948777777777778,68.7761111111111,123.43,5.91,0.38,-0.02,0.137,-0.021,-8
262,"67    Psc",6.09,"",0.843222222222222,26.6672222222222,0.932916666666667,27.2094444444444,124.17,-35.65,0.14,0.09,-0.02,0.013,-8
263,"",5.85,"I",0.844222222222222,-6.11194444444445,0.928444444444444,-6.65277777777778,126.06,-70.19,1.52,1.93,-0.007,-0.046,2
264,"27Gam Cas",2.47,"I",0.844472222222222,60.1752777777778,0.945138888888889,60.7166666666667,123.58,-2.15,-0.15,-1.08,0.026,-0.005,-7
265,"28Ups2Cas",4.63,"",0.845055555555556,58.6408333333333,0.944388888888889,59.1811111111111,123.6,-3.68,0.96,0.69,-0.092,-0.046,-47
266,"",5.55,"",0.845888888888889,59.8213888888889,0.946416666666667,60.3627777777778,123.59,-2.5,-0.07,-0.32,0.032,-0.008,-5
267,"22Phi3Cet",5.31,"I",0.850166666666667,-10.1919444444444,0.93375,-10.7333333333333,127.04,-74.1,1.52,1.78,-0.02,-0.008,-26
268,"",6.1,"I",0.85125,-27.6825,0.932083333333333,-26.2244444444444,246.23,-88.81,1.67,1.97,0,0.002,22
269,"37Mu  And",3.87,"",0.853333333333333,37.9569444444444,0.945888888888889,38.4994444444444,124.07,-24.36,0.13,0.15,0.152,0.033,8
270,"Lam2Tuc",5.45,"",0.8545,-69.9322222222222,0.91675,-68.4730555555556,302.47,-47.6,1.09,1,0.006,-0.045,5
271,"38Eta And",4.42,"I",0.864388888888889,22.8777777777778,0.953444444444444,23.4175,124.65,-39.43,0.94,0.69,-0.044,-0.048,-10
272,"",6.12,"",0.866638888888889,45.2986111111111,0.961027777777778,45.8397222222222,124.07,-17.02,1.02,0.89,0.013,0.005,5
273,"",5.97,"",0.869694444444444,65.8116666666667,0.975305555555556,66.3522222222222,123.64,3.49,-0.02,-0.13,0.043,-0.006,-10
274,"68    Psc",5.42,"I",0.873694444444444,28.4516666666667,0.963944444444444,28.9922222222222,124.62,-33.86,1.08,NA,0.008,-0.008,-1
275,"",5.98,"",0.879222222222222,33.4125,0.970611111111111,33.9508333333333,124.54,-28.9,1,NA,0.035,-0.072,-17
276,"",6.32,"",0.877638888888889,13.1552777777778,0.965138888888889,13.6958333333333,125.34,-49.15,0.89,0.57,-0.011,-0.013,15
277,"",6.37,"",0.883111111111111,20.8641666666667,0.971916666666667,21.4044444444444,125.07,-41.44,0.09,0.11,-0.006,-0.003,-6
278,"",6.39,"",0.896611111111111,70.4436111111111,1.00861111111111,70.9830555555556,123.68,8.12,0.13,0.11,0.082,0,6
279,"23Phi4Cet",5.61,"",0.895388888888889,-10.0802777777778,0.978861111111111,-10.62,129.49,-74.16,0.97,0.66,-0.034,-0.019,-19
280,"Alp Scl",4.31,"",0.896472222222222,-28.1022222222222,0.976777777777778,-28.6425,268.05,-87.27,-0.16,-0.56,0.022,0.004,10
281,"",6.23,"",0.903555555555556,-60.7630555555556,0.972888888888889,-59.3036111111111,301.4,-56.41,0.1,0.13,0.05,0.018,7
282,"",6.84,"",0.906527777777778,44.1722222222222,1.00094444444444,44.7111111111111,124.54,-18.13,NA,NA,0.011,-0.024,17
283,"",6.04,"",0.906583333333333,44.1744444444444,1.001,44.7133333333333,124.54,-18.13,-0.01,-0.04,0.016,-0.023,1
284,"",6.11,"I",0.910722222222222,5.94388888888889,0.997138888888889,6.48305555555556,126.69,-56.33,1.67,1.92,0.023,-0.008,-15
285,"",4.25,"",0.917083333333333,85.7205555555556,1.14575,86.2569444444444,123.24,23.4,1.21,1.33,0.076,-0.012,9
286,"",6.46,"",0.926888888888889,88.4875,1.564,89.0155555555556,123.13,26.16,0.11,0.07,0.062,-0.036,-10
287,"",6.47,"",0.941444444444444,50.4972222222222,1.03844444444444,51.035,124.68,-11.8,NA,NA,-0.004,-0.013,6
288,"Xi  Scl",5.59,"",0.943888888888889,-38.5436111111111,1.02175,-37.0833333333333,293.64,-78.03,1.18,NA,0.069,0.045,-31
289,"",6.45,"",0.954416666666667,46.8388888888889,1.05041666666667,47.3761111111111,124.97,-15.45,0.25,0.09,0.088,-0.015,3
290,"39    And",5.98,"",0.954694444444444,40.8075,1.04841666666667,41.345,125.24,-21.47,0.16,0.1,-0.02,-0.01,4
291,"69Sig Psc",5.5,"",0.955638888888889,31.2675,1.04697222222222,31.8044444444444,125.75,-31,-0.05,-0.18,0.015,-0.028,10
292,"",5.92,"",0.957555555555555,60.5375,1.06027777777778,61.075,124.4,-1.76,0.49,NA,-0.006,0.004,-1
293,"Sig Scl",5.5,"",0.961083333333333,-31.9097222222222,1.04066666666667,-30.4480555555556,275.15,-84.97,0.08,0.13,0.082,0.012,-8
294,"71Eps Psc",4.28,"I",0.962527777777778,7.35166666666667,1.04905555555556,7.89,127.89,-54.87,0.96,0.7,-0.078,0.023,7
295,"Ome Phe",6.11,"",0.963361111111111,-56.4591666666667,1.03383333333333,-56.9975,300.04,-60.07,0.94,NA,0.006,0.015,13
296,"25    Cet",5.43,"I",0.966388888888889,-4.62861111111111,1.05072222222222,-3.16333333333333,130.52,-67.54,1.11,1.04,-0.108,-0.106,15
297,"",5.84,"",0.969083333333333,61.0438888888889,1.07211111111111,61.5802777777778,124.47,-1.25,0.54,0.11,-0.07,-0.022,-16
298,"",5.99,"I",0.969305555555556,51.9666666666667,1.06733333333333,52.5022222222222,124.88,-10.32,1.47,NA,0.001,-0.059,-7
299,"",5.36,"",0.971888888888889,-45.0647222222222,1.047,-45.6025,297.02,-70.6,0.9,NA,0,0.002,-1
300,"",6.29,"",0.975333333333333,-29.9375,1.05488888888889,-28.4741666666667,256.19,-86.46,0.93,0.59,-0.114,-0.03,57
301,"26    Cet",6.04,"",0.977805555555556,0.830833333333333,1.06361111111111,1.36666666666667,129.39,-61.35,0.27,0.13,0.122,-0.042,6
302,"",6.54,"",0.982138888888889,50.4733333333333,1.07966666666667,51.01,125.08,-11.81,-0.08,-0.57,0.019,-0.002,-3
303,"",6.19,"",0.983194444444444,29.1252777777778,1.07433333333333,29.6586111111111,126.31,-33.13,0.43,-0.05,0.084,-0.116,0
304,"",6.21,"",0.981416666666667,-64.0066666666667,1.04525,-64.5438888888889,301.05,-51.63,1.64,1.91,0.004,0,35
305,"",6.72,"",0.983,39.455,1.07677777777778,39.9911111111111,125.67,-22.81,0.31,0.04,0.077,-0.022,11
306,"",6.25,"",0.985083333333333,86.6133333333333,1.27041666666667,87.1452777777778,123.27,24.29,1.12,0.99,0.051,-0.027,-5
307,"73    Psc",6,"I",0.994916666666667,5.12027777777778,1.08127777777778,5.65638888888889,129.09,-57.05,1.51,1.86,0.028,-0.014,-15
308,"72    Psc",5.68,"",0.996805555555556,14.4083333333333,1.08483333333333,14.9461111111111,127.84,-47.8,0.41,-0.06,0.006,0.054,4
309,"",6.54,"",1.00111111111111,62.2266666666667,1.10633333333333,62.7616666666667,124.64,-0.06,0.19,0.06,0.102,-0.024,11
310,"74Psi1Psc",5.34,"",1.00530555555556,20.9377777777778,1.09469444444444,21.4733333333333,127.34,-41.28,-0.03,-0.06,0.05,-0.016,-3
311,"74Psi1Psc",5.56,"",1.00552777777778,20.93,1.09491666666667,21.4652777777778,127.35,-41.28,-0.07,-0.16,0.047,-0.018,-4
312,"",6.29,"",1.01097222222222,79.4780555555556,1.15341666666667,80.0116666666667,123.74,17.17,NA,NA,-0.03,-0.038,-27
313,"77    Psc",6.35,"",1.01075,4.37583333333333,1.097,4.90833333333333,129.66,-57.77,0.38,-0.05,0.022,-0.121,-7
314,"77    Psc",7.25,"",1.01136111111111,4.37694444444444,1.09761111111111,4.90944444444444,129.68,-57.77,0.49,-0.04,0.029,-0.119,-10
315,"27    Cet",6.12,"",1.01005555555556,-9.48583333333333,1.09355555555556,-8.02083333333333,134.63,-72.53,1.01,0.86,-0.034,-0.033,12
316,"",6.43,"",1.01544444444444,56.4027777777778,1.11672222222222,56.935,125.06,-5.87,1.18,1.26,0.1,-0.11,-96
317,"28    Cet",5.58,"",1.01780555555556,-9.625,1.10141666666667,-8.16055555555556,134.92,-72.37,0.01,NA,0.03,0.004,11
318,"",6.38,"I",1.02011111111111,52.9633333333333,1.11930555555556,53.4983333333333,125.3,-9.3,NA,NA,0.023,-0.001,7
319,"75    Psc",6.12,"",1.02161111111111,12.42,1.10933333333333,12.9561111111111,128.64,-49.75,0.96,NA,0.019,0.023,8
320,"",6.14,"",1.02141666666667,-23.4730555555556,1.10213888888889,-22.0075,170.31,-85.44,1.09,1,-0.031,-0.041,33
321,"30Mu  Cas",5.17,"",1.02688888888889,54.4297222222222,1.13788888888889,54.9202777777778,125.32,-7.85,0.69,0.09,3.424,-1.596,-97
322,"Bet Phe",3.31,"",1.02702777777778,-46.7458333333333,1.10138888888889,-45.2813888888889,295.51,-70.2,0.89,0.57,-0.027,-0.001,-1
323,"",6.61,"",1.02925,-35.8047222222222,1.10736111111111,-34.3391666666667,283.32,-80.89,0.14,0.16,0.069,-0.023,18
324,"41    And",5.03,"",1.03783333333333,43.4094444444444,1.13358333333333,43.9419444444444,126.08,-18.83,0.11,0.14,0.165,-0.07,9
325,"",6.37,"",1.03938888888889,-23.4697222222222,1.12030555555556,-22.0036111111111,172.43,-85.26,0.23,0.09,0.098,-0.036,15
326,"",5.79,"",1.04044444444444,57.7297222222222,1.14258333333333,58.2636111111111,125.19,-4.53,-0.01,-0.27,0.007,-0.005,-4
327,"78    Psc",6.25,"",1.04141666666667,31.4786111111111,1.13369444444444,32.0122222222222,127.02,-30.73,0.4,-0.01,0.204,-0.03,14
328,"79Psi2Psc",5.55,"",1.04311111111111,20.2075,1.13255555555556,20.7391666666667,128.13,-41.96,0.13,0.13,0.087,-0.094,-2
329,"30    Cet",5.82,"",1.04569444444444,-9.67944444444444,1.1295,-8.21444444444444,136.22,-72.24,0.43,0.02,0.152,0.017,22
330,"80    Psc",5.52,"",1.05361111111111,5.12083333333333,1.1395,5.64972222222222,130.68,-56.96,0.34,0,-0.264,-0.185,7
331,"Ups Phe",5.21,"",1.05383333333333,-41.9783333333333,1.12997222222222,-40.5130555555556,290.82,-75.25,0.16,0.09,0.038,0.01,14
332,"Iot Tuc",5.37,"",1.05583333333333,-61.6905555555556,1.12186111111111,-60.2247222222222,299.64,-55.25,0.88,NA,0.073,-0.012,-8
333,"",5.64,"",1.06033333333333,79.1416666666667,1.20463888888889,79.6738888888889,123.91,16.84,0.01,0.03,0.091,-0.005,18
334,"31Eta Cet",3.45,"I",1.05930555555556,-9.28777777777778,1.14316666666667,-9.81777777777778,137.15,-72.58,1.16,1.19,0.218,-0.138,12
335,"42Phi And",4.25,"",1.06158333333333,46.7086111111111,1.15838888888889,47.2419444444444,126.11,-15.52,-0.07,-0.34,0.01,-0.009,0
336,"31    Cas",5.29,"",1.06475,68.2463888888889,1.17758333333333,68.7786111111111,124.68,5.97,-0.02,-0.06,0.036,-0.031,1
337,"43Bet And",2.06,"I",1.06883333333333,35.0905555555556,1.16219444444444,35.6205555555556,127.1,-27.1,1.58,1.96,0.178,-0.114,3
338,"Zet Phe",3.92,"",1.06969444444444,-54.2197222222222,1.13975,-54.7541666666667,297.83,-61.71,-0.08,-0.41,0.019,0.025,15
339,"81Psi3Psc",5.55,"",1.07452777777778,19.125,1.16366666666667,19.6586111111111,128.85,-43,0.69,NA,-0.006,0.009,-8
340,"44    And",5.65,"",1.07716666666667,41.5497222222222,1.17188888888889,42.0813888888889,126.67,-20.65,0.6,NA,-0.133,-0.043,-11
341,"",5.8,"I",1.08161111111111,24.9280555555556,1.17205555555556,25.4577777777778,128.29,-37.22,1.47,1.82,0,-0.114,5
342,"",5.55,"",1.08263888888889,63.6708333333333,1.19044444444444,64.2027777777778,125.1,1.42,-0.07,-0.13,0.04,-0.013,-10
343,"33The Cas",4.33,"",1.08347222222222,54.6180555555556,1.18505555555556,55.1497222222222,125.76,-7.61,0.17,0.12,0.229,-0.022,9
344,"",6.06,"I",1.08144444444444,15.1419444444444,1.16986111111111,15.6741666666667,129.55,-46.96,1.49,NA,0.031,-0.021,-3
345,"32    Cas",5.57,"",1.08619444444444,64.4872222222222,1.19483333333333,65.0188888888889,125.07,2.23,-0.09,-0.28,0.023,-0.016,-2
346,"32    Cet",6.4,"",1.08638888888889,-8.56222222222222,1.17,-7.09388888888889,137.48,-71.25,1.04,0.87,-0.013,-0.036,-20
347,"33    Cet",5.95,"I",1.09019444444444,1.91361111111111,1.176,2.44555555555556,132.54,-60.07,1.51,1.87,0,-0.015,-3
348,"45    And",5.81,"",1.09247222222222,37.1919444444444,1.18619444444444,37.7241666666667,127.24,-24.98,-0.1,-0.4,-0.012,-0.007,-1
349,"82    Psc",5.16,"",1.09325,30.8927777777778,1.18522222222222,31.4247222222222,127.84,-31.26,0.23,NA,-0.011,-0.014,2
350,"",6.41,"",1.10069444444444,-57.7763888888889,1.16872222222222,-56.3055555555556,298.05,-59.26,0.89,NA,-0.006,-0.121,88
351,"84Chi Psc",4.66,"I",1.10127777777778,20.5030555555556,1.19088888888889,21.0347222222222,129.18,-41.59,1.03,0.82,0.038,-0.011,16
352,"83Tau Psc",4.51,"I",1.1025,29.5588888888889,1.19433333333333,30.0897222222222,128.12,-32.58,1.09,1.01,0.072,-0.035,30
353,"34    Cet",5.94,"I",1.11063888888889,-1.21777777777778,1.19541666666667,-1.74888888888889,134.84,-64.65,1.4,1.68,-0.062,-0.026,-9
354,"",6.41,"",1.11341666666667,61.1752777777778,1.21941666666667,61.7058333333333,125.5,-1.06,0.01,-0.27,0.033,-0.021,-2
355,"",6.11,"I",1.11286111111111,44.8058333333333,1.20944444444444,45.3377777777778,126.82,-17.37,1.64,2.03,0.021,0.026,22
356,"",6.19,"",1.12466666666667,29.5341666666667,1.21652777777778,30.0641666666667,128.47,-32.58,1,0.75,0.02,-0.034,36
357,"",6.26,"",1.12752777777778,79.3788888888889,1.27519444444444,79.91,124.08,17.09,0.42,-0.07,-0.055,0.059,-43
358,"",6.52,"",1.12772222222222,-30.6686111111111,1.2065,-29.1977777777778,252.89,-84.13,0.48,0.03,0.061,-0.077,14
359,"",5.92,"",1.13583333333333,-37.6136111111111,1.21261111111111,-36.1436111111111,281.6,-78.37,0.28,0.12,0.09,-0.034,10
360,"85Phi Psc",4.65,"I",1.13861111111111,24.0541666666667,1.22913888888889,24.5836111111111,129.37,-38.01,1.04,0.85,0.017,-0.023,6
361,"86Zet Psc",5.24,"",1.14175,7.04666666666667,1.22886111111111,7.57527777777778,132.56,-54.88,0.32,0.09,0.144,-0.056,9
362,"86Zet Psc",6.3,"",1.14213888888889,7.04944444444444,1.22925,7.57833333333333,132.57,-54.87,0.49,0.01,0.147,-0.052,11
363,"",6.43,"I",1.14305555555556,28.0011111111111,1.23472222222222,28.5297222222222,128.94,-34.08,1.7,1.87,0.079,-0.049,2
364,"87    Psc",5.98,"",1.14688888888889,15.6041666666667,1.23544444444444,16.1336111111111,130.84,-46.39,-0.08,-0.41,-0.027,-0.026,-16
365,"",7.83,"",1.15008333333333,71.2147222222222,1.27002777777778,71.7438888888889,124.89,8.97,0.78,0.35,0.006,0.004,-17
366,"37    Cet",5.13,"",1.15602777777778,-7.53972222222222,1.24,-6.07694444444444,139.8,-70.04,0.46,-0.05,0.127,0.273,22
367,"88    Psc",6.03,"",1.15838888888889,6.46638888888889,1.24511111111111,6.99527777777778,133.14,-55.41,1.08,1.02,-0.011,-0.024,-9
368,"38    Cet",5.7,"",1.16188888888889,-0.491111111111111,1.247,0.973888888888889,136.01,-63.25,0.42,-0.02,-0.012,0.201,26
369,"",6.61,"",1.17513888888889,47.5538888888889,1.27347222222222,48.0822222222222,127.24,-14.58,-0.05,-0.34,0.01,0.001,-14
